,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[49, 12, 15, 19]"
1,300,10,"[49, 12, 16, 18]"
2,300,15,"[49, 12, 16, 18]"
3,500,5,"[50, 11, 15, 19]"
4,500,10,"[49, 12, 15, 19]"
5,500,15,"[49, 12, 15, 19]"
