,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[51, 11, 9, 25]","[49, 12, 9, 26]","[44, 17, 12, 23]","[44, 17, 14, 21]","[46, 15, 8, 26]","[44, 17, 8, 26]","[50, 11, 10, 24]","[49, 12, 9, 25]","[45, 16, 16, 18]","[48, 13, 6, 28]"
1,0.001,"[51, 11, 9, 25]","[49, 12, 9, 26]","[44, 17, 12, 23]","[44, 17, 14, 21]","[46, 15, 9, 25]","[44, 17, 8, 26]","[49, 12, 10, 24]","[49, 12, 9, 25]","[45, 16, 16, 18]","[48, 13, 6, 28]"
2,0.01,"[50, 12, 8, 26]","[49, 12, 8, 27]","[44, 17, 10, 25]","[44, 17, 11, 24]","[45, 16, 8, 26]","[45, 16, 8, 26]","[47, 14, 11, 23]","[48, 13, 8, 26]","[44, 17, 15, 19]","[48, 13, 7, 27]"
