,Gauss,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[17, 45, 3, 31]","[22, 39, 2, 33]","[19, 42, 4, 31]","[22, 39, 6, 29]","[17, 44, 1, 33]","[21, 40, 5, 29]","[19, 42, 3, 31]","[21, 40, 0, 34]","[22, 39, 5, 29]","[15, 46, 3, 31]"
1,0,"[47, 15, 6, 28]","[50, 11, 9, 26]","[43, 18, 9, 26]","[43, 18, 11, 24]","[43, 18, 6, 28]","[44, 17, 7, 27]","[47, 14, 10, 24]","[47, 14, 7, 27]","[42, 19, 17, 17]","[47, 14, 4, 30]"
