,Kernel,C,Gamma,Degree,Estimators,Learning Rate,Confusion Matrix
34,poly,0.1,1,3,150,0.75,"[61, 0, 34, 0]"
35,poly,0.1,1,3,150,1.0,"[61, 0, 34, 0]"
36,rbf,0.1,10.0,,50,0.5,"[61, 0, 34, 0]"
37,rbf,0.1,10.0,,50,0.75,"[61, 0, 34, 0]"
38,rbf,0.1,10.0,,50,1.0,"[61, 0, 34, 0]"
39,rbf,0.1,10.0,,100,0.5,"[61, 0, 34, 0]"
40,rbf,0.1,10.0,,100,0.75,"[61, 0, 34, 0]"
41,rbf,0.1,10.0,,100,1.0,"[61, 0, 34, 0]"
42,rbf,0.1,10.0,,150,0.5,"[61, 0, 34, 0]"
43,rbf,0.1,10.0,,150,0.75,"[61, 0, 34, 0]"
44,rbf,0.1,10.0,,150,1.0,"[61, 0, 34, 0]"
45,poly,0.1,10.0,2,50,0.5,"[47, 14, 11, 23]"
46,poly,0.1,10.0,2,50,0.75,"[48, 13, 12, 22]"
47,poly,0.1,10.0,2,50,1.0,"[57, 4, 29, 5]"
48,poly,0.1,10.0,2,100,0.5,"[47, 14, 11, 23]"
49,poly,0.1,10.0,2,100,0.75,"[48, 13, 12, 22]"
50,poly,0.1,10.0,2,100,1.0,"[57, 4, 29, 5]"
51,poly,0.1,10.0,2,150,0.5,"[47, 14, 11, 23]"
52,poly,0.1,10.0,2,150,0.75,"[48, 13, 12, 22]"
53,poly,0.1,10.0,2,150,1.0,"[57, 4, 29, 5]"
54,poly,0.1,10.0,3,50,0.5,"[44, 17, 5, 29]"
55,poly,0.1,10.0,3,50,0.75,"[44, 17, 5, 29]"
56,poly,0.1,10.0,3,50,1.0,"[44, 17, 5, 29]"
57,poly,0.1,10.0,3,100,0.5,"[45, 16, 7, 27]"
58,poly,0.1,10.0,3,100,0.75,"[44, 17, 5, 29]"
59,poly,0.1,10.0,3,100,1.0,"[44, 17, 5, 29]"
60,poly,0.1,10.0,3,150,0.5,"[45, 16, 7, 27]"
61,poly,0.1,10.0,3,150,0.75,"[44, 17, 6, 28]"
62,poly,0.1,10.0,3,150,1.0,"[44, 17, 5, 29]"
63,linear,1.0,,,50,0.5,"[47, 14, 11, 23]"
64,linear,1.0,,,50,0.75,"[47, 14, 10, 24]"
65,linear,1.0,,,50,1.0,"[48, 13, 11, 23]"
66,linear,1.0,,,100,0.5,"[47, 14, 11, 23]"
67,linear,1.0,,,100,0.75,"[47, 14, 10, 24]"
68,linear,1.0,,,100,1.0,"[48, 13, 11, 23]"
69,linear,1.0,,,150,0.5,"[47, 14, 11, 23]"
70,linear,1.0,,,150,0.75,"[47, 14, 10, 24]"
71,linear,1.0,,,150,1.0,"[48, 13, 11, 23]"
72,rbf,1.0,1,,50,0.5,"[61, 0, 34, 0]"
73,rbf,1.0,1,,50,0.75,"[61, 0, 34, 0]"
74,rbf,1.0,1,,50,1.0,"[61, 0, 34, 0]"
75,rbf,1.0,1,,100,0.5,"[61, 0, 34, 0]"
76,rbf,1.0,1,,100,0.75,"[61, 0, 34, 0]"
77,rbf,1.0,1,,100,1.0,"[61, 0, 34, 0]"
78,rbf,1.0,1,,150,0.5,"[61, 0, 34, 0]"
79,rbf,1.0,1,,150,0.75,"[61, 0, 34, 0]"
80,rbf,1.0,1,,150,1.0,"[61, 0, 34, 0]"
81,poly,1.0,1,2,50,0.5,"[61, 0, 34, 0]"
82,poly,1.0,1,2,50,0.75,"[61, 0, 34, 0]"
83,poly,1.0,1,2,50,1.0,"[45, 16, 5, 29]"
84,poly,1.0,1,2,100,0.5,"[57, 4, 29, 5]"
85,poly,1.0,1,2,100,0.75,"[61, 0, 34, 0]"
86,poly,1.0,1,2,100,1.0,"[45, 16, 5, 29]"
87,poly,1.0,1,2,150,0.5,"[57, 4, 29, 5]"
88,poly,1.0,1,2,150,0.75,"[61, 0, 34, 0]"
89,poly,1.0,1,2,150,1.0,"[45, 16, 5, 29]"
90,poly,1.0,1,3,50,0.5,"[57, 4, 29, 5]"
91,poly,1.0,1,3,50,0.75,"[41, 20, 4, 30]"
92,poly,1.0,1,3,50,1.0,"[57, 4, 29, 5]"
93,poly,1.0,1,3,100,0.5,"[57, 4, 29, 5]"
94,poly,1.0,1,3,100,0.75,"[41, 20, 4, 30]"
95,poly,1.0,1,3,100,1.0,"[57, 4, 29, 5]"
96,poly,1.0,1,3,150,0.5,"[57, 4, 29, 5]"
97,poly,1.0,1,3,150,0.75,"[41, 20, 4, 30]"
98,poly,1.0,1,3,150,1.0,"[57, 4, 29, 5]"
99,rbf,1.0,10.0,,50,0.5,"[61, 0, 34, 0]"
100,rbf,1.0,10.0,,50,0.75,"[61, 0, 34, 0]"
101,rbf,1.0,10.0,,50,1.0,"[61, 0, 34, 0]"
102,rbf,1.0,10.0,,100,0.5,"[61, 0, 34, 0]"
103,rbf,1.0,10.0,,100,0.75,"[61, 0, 34, 0]"
104,rbf,1.0,10.0,,100,1.0,"[61, 0, 34, 0]"
105,rbf,1.0,10.0,,150,0.5,"[61, 0, 34, 0]"
106,rbf,1.0,10.0,,150,0.75,"[61, 0, 34, 0]"
107,rbf,1.0,10.0,,150,1.0,"[61, 0, 34, 0]"
108,poly,1.0,10.0,2,50,0.5,"[44, 17, 5, 29]"
109,poly,1.0,10.0,2,50,0.75,"[45, 16, 6, 28]"
110,poly,1.0,10.0,2,50,1.0,"[45, 16, 6, 28]"
111,poly,1.0,10.0,2,100,0.5,"[44, 17, 5, 29]"
112,poly,1.0,10.0,2,100,0.75,"[45, 16, 6, 28]"
113,poly,1.0,10.0,2,100,1.0,"[45, 16, 7, 27]"
114,poly,1.0,10.0,2,150,0.5,"[44, 17, 5, 29]"
115,poly,1.0,10.0,2,150,0.75,"[45, 16, 6, 28]"
116,poly,1.0,10.0,2,150,1.0,"[45, 16, 7, 27]"
117,poly,1.0,10.0,3,50,0.5,"[45, 16, 7, 27]"
118,poly,1.0,10.0,3,50,0.75,"[45, 16, 7, 27]"
119,poly,1.0,10.0,3,50,1.0,"[44, 17, 6, 28]"
120,poly,1.0,10.0,3,100,0.5,"[45, 16, 7, 27]"
121,poly,1.0,10.0,3,100,0.75,"[45, 16, 7, 27]"
122,poly,1.0,10.0,3,100,1.0,"[44, 17, 6, 28]"
123,poly,1.0,10.0,3,150,0.5,"[45, 16, 7, 27]"
124,poly,1.0,10.0,3,150,0.75,"[45, 16, 7, 27]"
125,poly,1.0,10.0,3,150,1.0,"[44, 17, 6, 28]"
126,linear,10.0,,,50,0.5,"[48, 13, 12, 22]"
127,linear,10.0,,,50,0.75,"[48, 13, 11, 23]"
128,linear,10.0,,,50,1.0,"[48, 13, 11, 23]"
129,linear,10.0,,,100,0.5,"[48, 13, 12, 22]"
130,linear,10.0,,,100,0.75,"[48, 13, 11, 23]"
131,linear,10.0,,,100,1.0,"[48, 13, 11, 23]"
132,linear,10.0,,,150,0.5,"[48, 13, 12, 22]"
133,linear,10.0,,,150,0.75,"[48, 13, 11, 23]"
134,linear,10.0,,,150,1.0,"[48, 13, 11, 23]"
135,rbf,10.0,1,,50,0.5,"[52, 9, 17, 17]"
136,rbf,10.0,1,,50,0.75,"[48, 13, 13, 21]"
137,rbf,10.0,1,,50,1.0,"[39, 22, 4, 30]"
138,rbf,10.0,1,,100,0.5,"[52, 9, 17, 17]"
139,rbf,10.0,1,,100,0.75,"[48, 13, 13, 21]"
140,rbf,10.0,1,,100,1.0,"[39, 22, 4, 30]"
141,rbf,10.0,1,,150,0.5,"[52, 9, 17, 17]"
142,rbf,10.0,1,,150,0.75,"[48, 13, 13, 21]"
143,rbf,10.0,1,,150,1.0,"[39, 22, 4, 30]"
144,poly,10.0,1,2,50,0.5,"[47, 14, 11, 23]"
145,poly,10.0,1,2,50,0.75,"[48, 13, 12, 22]"
146,poly,10.0,1,2,50,1.0,"[57, 4, 29, 5]"
147,poly,10.0,1,2,100,0.5,"[47, 14, 11, 23]"
148,poly,10.0,1,2,100,0.75,"[48, 13, 12, 22]"
149,poly,10.0,1,2,100,1.0,"[57, 4, 29, 5]"
150,poly,10.0,1,2,150,0.5,"[47, 14, 11, 23]"
151,poly,10.0,1,2,150,0.75,"[48, 13, 12, 22]"
152,poly,10.0,1,2,150,1.0,"[57, 4, 29, 5]"
153,poly,10.0,1,3,50,0.5,"[44, 17, 5, 29]"
154,poly,10.0,1,3,50,0.75,"[48, 13, 12, 22]"
155,poly,10.0,1,3,50,1.0,"[47, 14, 11, 23]"
156,poly,10.0,1,3,100,0.5,"[44, 17, 5, 29]"
157,poly,10.0,1,3,100,0.75,"[45, 16, 6, 28]"
158,poly,10.0,1,3,100,1.0,"[44, 17, 5, 29]"
159,poly,10.0,1,3,150,0.5,"[44, 17, 5, 29]"
160,poly,10.0,1,3,150,0.75,"[45, 16, 6, 28]"
161,poly,10.0,1,3,150,1.0,"[44, 17, 5, 29]"
162,rbf,10.0,10.0,,50,0.5,"[52, 9, 17, 17]"
163,rbf,10.0,10.0,,50,0.75,"[48, 13, 13, 21]"
164,rbf,10.0,10.0,,50,1.0,"[48, 13, 13, 21]"
165,rbf,10.0,10.0,,100,0.5,"[52, 9, 17, 17]"
166,rbf,10.0,10.0,,100,0.75,"[48, 13, 13, 21]"
167,rbf,10.0,10.0,,100,1.0,"[48, 13, 13, 21]"
168,rbf,10.0,10.0,,150,0.5,"[52, 9, 17, 17]"
169,rbf,10.0,10.0,,150,0.75,"[48, 13, 13, 21]"
170,rbf,10.0,10.0,,150,1.0,"[48, 13, 13, 21]"
171,poly,10.0,10.0,2,50,0.5,"[45, 16, 7, 27]"
172,poly,10.0,10.0,2,50,0.75,"[45, 16, 7, 27]"
173,poly,10.0,10.0,2,50,1.0,"[44, 17, 6, 28]"
174,poly,10.0,10.0,2,100,0.5,"[45, 16, 7, 27]"
175,poly,10.0,10.0,2,100,0.75,"[45, 16, 7, 27]"
176,poly,10.0,10.0,2,100,1.0,"[44, 17, 6, 28]"
177,poly,10.0,10.0,2,150,0.5,"[45, 16, 7, 27]"
178,poly,10.0,10.0,2,150,0.75,"[45, 16, 7, 27]"
179,poly,10.0,10.0,2,150,1.0,"[44, 17, 6, 28]"
180,poly,10.0,10.0,3,50,0.5,"[45, 16, 7, 27]"
181,poly,10.0,10.0,3,50,0.75,"[45, 16, 7, 27]"
182,poly,10.0,10.0,3,50,1.0,"[44, 17, 6, 28]"
183,poly,10.0,10.0,3,100,0.5,"[44, 17, 6, 28]"
184,poly,10.0,10.0,3,100,0.75,"[45, 16, 7, 27]"
185,poly,10.0,10.0,3,100,1.0,"[45, 16, 7, 27]"
186,poly,10.0,10.0,3,150,0.5,"[44, 17, 6, 28]"
187,poly,10.0,10.0,3,150,0.75,"[44, 17, 6, 28]"
188,poly,10.0,10.0,3,150,1.0,"[45, 16, 7, 27]"
189,linear,100.0,,,50,0.5,"[48, 13, 12, 22]"
190,linear,100.0,,,50,0.75,"[48, 13, 12, 22]"
191,linear,100.0,,,50,1.0,"[48, 13, 12, 22]"
192,linear,100.0,,,100,0.5,"[48, 13, 12, 22]"
193,linear,100.0,,,100,0.75,"[48, 13, 12, 22]"
194,linear,100.0,,,100,1.0,"[48, 13, 12, 22]"
195,linear,100.0,,,150,0.5,"[48, 13, 12, 22]"
196,linear,100.0,,,150,0.75,"[48, 13, 12, 22]"
197,linear,100.0,,,150,1.0,"[48, 13, 12, 22]"
198,rbf,100.0,1,,50,0.5,"[48, 13, 13, 21]"
199,rbf,100.0,1,,50,0.75,"[45, 16, 7, 27]"
200,rbf,100.0,1,,50,1.0,"[48, 13, 13, 21]"
201,rbf,100.0,1,,100,0.5,"[48, 13, 13, 21]"
202,rbf,100.0,1,,100,0.75,"[45, 16, 7, 27]"
203,rbf,100.0,1,,100,1.0,"[48, 13, 13, 21]"
204,rbf,100.0,1,,150,0.5,"[48, 13, 13, 21]"
205,rbf,100.0,1,,150,0.75,"[45, 16, 7, 27]"
206,rbf,100.0,1,,150,1.0,"[48, 13, 13, 21]"
207,poly,100.0,1,2,50,0.5,"[44, 17, 5, 29]"
208,poly,100.0,1,2,50,0.75,"[45, 16, 6, 28]"
209,poly,100.0,1,2,50,1.0,"[45, 16, 6, 28]"
210,poly,100.0,1,2,100,0.5,"[44, 17, 5, 29]"
211,poly,100.0,1,2,100,0.75,"[45, 16, 6, 28]"
212,poly,100.0,1,2,100,1.0,"[45, 16, 6, 28]"
213,poly,100.0,1,2,150,0.5,"[44, 17, 5, 29]"
214,poly,100.0,1,2,150,0.75,"[45, 16, 6, 28]"
215,poly,100.0,1,2,150,1.0,"[45, 16, 6, 28]"
216,poly,100.0,1,3,50,0.5,"[44, 17, 5, 29]"
217,poly,100.0,1,3,50,0.75,"[44, 17, 5, 29]"
218,poly,100.0,1,3,50,1.0,"[44, 17, 5, 29]"
219,poly,100.0,1,3,100,0.5,"[45, 16, 7, 27]"
220,poly,100.0,1,3,100,0.75,"[44, 17, 5, 29]"
221,poly,100.0,1,3,100,1.0,"[44, 17, 5, 29]"
222,poly,100.0,1,3,150,0.5,"[45, 16, 7, 27]"
223,poly,100.0,1,3,150,0.75,"[44, 17, 5, 29]"
224,poly,100.0,1,3,150,1.0,"[44, 17, 5, 29]"
225,rbf,100.0,10.0,,50,0.5,"[45, 16, 7, 27]"
226,rbf,100.0,10.0,,50,0.75,"[45, 16, 7, 27]"
227,rbf,100.0,10.0,,50,1.0,"[45, 16, 7, 27]"
228,rbf,100.0,10.0,,100,0.5,"[45, 16, 7, 27]"
229,rbf,100.0,10.0,,100,0.75,"[45, 16, 7, 27]"
230,rbf,100.0,10.0,,100,1.0,"[45, 16, 7, 27]"
231,rbf,100.0,10.0,,150,0.5,"[45, 16, 7, 27]"
232,rbf,100.0,10.0,,150,0.75,"[45, 16, 7, 27]"
233,rbf,100.0,10.0,,150,1.0,"[45, 16, 7, 27]"
234,poly,100.0,10.0,2,50,0.5,"[45, 16, 7, 27]"
235,poly,100.0,10.0,2,50,0.75,"[45, 16, 7, 27]"
236,poly,100.0,10.0,2,50,1.0,"[45, 16, 7, 27]"
237,poly,100.0,10.0,2,100,0.5,"[45, 16, 7, 27]"
238,poly,100.0,10.0,2,100,0.75,"[45, 16, 7, 27]"
239,poly,100.0,10.0,2,100,1.0,"[44, 17, 6, 28]"
240,poly,100.0,10.0,2,150,0.5,"[45, 16, 7, 27]"
241,poly,100.0,10.0,2,150,0.75,"[45, 16, 7, 27]"
242,poly,100.0,10.0,2,150,1.0,"[45, 16, 7, 27]"
243,poly,100.0,10.0,3,50,0.5,"[44, 17, 6, 28]"
244,poly,100.0,10.0,3,50,0.75,"[44, 17, 6, 28]"
245,poly,100.0,10.0,3,50,1.0,"[44, 17, 6, 28]"
246,poly,100.0,10.0,3,100,0.5,"[44, 17, 6, 28]"
247,poly,100.0,10.0,3,100,0.75,"[44, 17, 6, 28]"
248,poly,100.0,10.0,3,100,1.0,"[44, 17, 6, 28]"
249,poly,100.0,10.0,3,150,0.5,"[44, 17, 6, 28]"
250,poly,100.0,10.0,3,150,0.75,"[44, 17, 6, 28]"
251,poly,100.0,10.0,3,150,1.0,"[44, 17, 6, 28]"
252,linear,1000.0,,,50,0.5,"[48, 13, 12, 22]"
253,linear,1000.0,,,50,0.75,"[48, 13, 12, 22]"
254,linear,1000.0,,,50,1.0,"[48, 13, 12, 22]"
255,linear,1000.0,,,100,0.5,"[48, 13, 12, 22]"
256,linear,1000.0,,,100,0.75,"[48, 13, 12, 22]"
257,linear,1000.0,,,100,1.0,"[48, 13, 12, 22]"
258,linear,1000.0,,,150,0.5,"[48, 13, 12, 22]"
259,linear,1000.0,,,150,0.75,"[48, 13, 12, 22]"
260,linear,1000.0,,,150,1.0,"[48, 13, 12, 22]"
261,rbf,1000.0,1,,50,0.5,"[45, 16, 7, 27]"
262,rbf,1000.0,1,,50,0.75,"[45, 16, 7, 27]"
263,rbf,1000.0,1,,50,1.0,"[45, 16, 7, 27]"
264,rbf,1000.0,1,,100,0.5,"[45, 16, 7, 27]"
265,rbf,1000.0,1,,100,0.75,"[45, 16, 7, 27]"
266,rbf,1000.0,1,,100,1.0,"[45, 16, 7, 27]"
267,rbf,1000.0,1,,150,0.5,"[45, 16, 7, 27]"
268,rbf,1000.0,1,,150,0.75,"[45, 16, 7, 27]"
269,rbf,1000.0,1,,150,1.0,"[45, 16, 7, 27]"
270,poly,1000.0,1,2,50,0.5,"[45, 16, 7, 27]"
271,poly,1000.0,1,2,50,0.75,"[45, 16, 7, 27]"
272,poly,1000.0,1,2,50,1.0,"[44, 17, 6, 28]"
273,poly,1000.0,1,2,100,0.5,"[45, 16, 7, 27]"
274,poly,1000.0,1,2,100,0.75,"[45, 16, 7, 27]"
275,poly,1000.0,1,2,100,1.0,"[44, 17, 6, 28]"
276,poly,1000.0,1,2,150,0.5,"[45, 16, 7, 27]"
277,poly,1000.0,1,2,150,0.75,"[45, 16, 7, 27]"
278,poly,1000.0,1,2,150,1.0,"[44, 17, 6, 28]"
279,poly,1000.0,1,3,50,0.5,"[45, 16, 7, 27]"
280,poly,1000.0,1,3,50,0.75,"[45, 16, 7, 27]"
281,poly,1000.0,1,3,50,1.0,"[44, 17, 6, 28]"
282,poly,1000.0,1,3,100,0.5,"[45, 16, 7, 27]"
283,poly,1000.0,1,3,100,0.75,"[45, 16, 7, 27]"
284,poly,1000.0,1,3,100,1.0,"[44, 17, 6, 28]"
285,poly,1000.0,1,3,150,0.5,"[45, 16, 7, 27]"
286,poly,1000.0,1,3,150,0.75,"[45, 16, 7, 27]"
287,poly,1000.0,1,3,150,1.0,"[44, 17, 6, 28]"
288,rbf,1000.0,10.0,,50,0.5,"[45, 16, 7, 27]"
289,rbf,1000.0,10.0,,50,0.75,"[45, 16, 7, 27]"
290,rbf,1000.0,10.0,,50,1.0,"[45, 16, 7, 27]"
291,rbf,1000.0,10.0,,100,0.5,"[45, 16, 7, 27]"
292,rbf,1000.0,10.0,,100,0.75,"[45, 16, 7, 27]"
293,rbf,1000.0,10.0,,100,1.0,"[45, 16, 7, 27]"
294,rbf,1000.0,10.0,,150,0.5,"[45, 16, 7, 27]"
295,rbf,1000.0,10.0,,150,0.75,"[45, 16, 7, 27]"
296,rbf,1000.0,10.0,,150,1.0,"[45, 16, 7, 27]"
297,poly,1000.0,10.0,2,50,0.5,"[44, 17, 6, 28]"
298,poly,1000.0,10.0,2,50,0.75,"[45, 16, 7, 27]"
299,poly,1000.0,10.0,2,50,1.0,"[45, 16, 7, 27]"
300,poly,1000.0,10.0,2,100,0.5,"[44, 17, 6, 28]"
301,poly,1000.0,10.0,2,100,0.75,"[44, 17, 6, 28]"
302,poly,1000.0,10.0,2,100,1.0,"[44, 17, 6, 28]"
303,poly,1000.0,10.0,2,150,0.5,"[45, 16, 7, 27]"
304,poly,1000.0,10.0,2,150,0.75,"[45, 16, 7, 27]"
305,poly,1000.0,10.0,2,150,1.0,"[44, 17, 6, 28]"
306,poly,1000.0,10.0,3,50,0.5,"[44, 17, 6, 28]"
307,poly,1000.0,10.0,3,50,0.75,"[45, 16, 7, 27]"
308,poly,1000.0,10.0,3,50,1.0,"[45, 16, 7, 27]"
309,poly,1000.0,10.0,3,100,0.5,"[44, 17, 6, 28]"
310,poly,1000.0,10.0,3,100,0.75,"[44, 17, 6, 28]"
311,poly,1000.0,10.0,3,100,1.0,"[44, 17, 6, 28]"
312,poly,1000.0,10.0,3,150,0.5,"[44, 17, 6, 28]"
313,poly,1000.0,10.0,3,150,0.75,"[45, 16, 7, 27]"
314,poly,1000.0,10.0,3,150,1.0,"[44, 17, 6, 28]"
