,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[46, 15, 12, 22]"
1,linear,0.1,,,100,"[46, 15, 12, 22]"
2,linear,0.1,,,150,"[45, 16, 12, 22]"
3,rbf,0.1,1,,50,"[52, 9, 20, 14]"
4,rbf,0.1,1,,100,"[52, 9, 19, 15]"
5,rbf,0.1,1,,150,"[52, 9, 20, 14]"
6,poly,0.1,1,2,50,"[49, 12, 11, 23]"
7,poly,0.1,1,2,100,"[49, 12, 11, 23]"
8,poly,0.1,1,2,150,"[49, 12, 11, 23]"
9,poly,0.1,1,3,50,"[49, 12, 11, 23]"
10,poly,0.1,1,3,100,"[49, 12, 11, 23]"
11,poly,0.1,1,3,150,"[49, 12, 11, 23]"
12,rbf,0.1,10.0,,50,"[56, 5, 23, 11]"
13,rbf,0.1,10.0,,100,"[56, 5, 23, 11]"
14,rbf,0.1,10.0,,150,"[55, 6, 22, 12]"
15,poly,0.1,10.0,2,50,"[48, 13, 11, 23]"
16,poly,0.1,10.0,2,100,"[49, 12, 12, 22]"
17,poly,0.1,10.0,2,150,"[48, 13, 11, 23]"
18,poly,0.1,10.0,3,50,"[49, 12, 11, 23]"
19,poly,0.1,10.0,3,100,"[48, 13, 9, 25]"
20,poly,0.1,10.0,3,150,"[49, 12, 9, 25]"
21,linear,1.0,,,50,"[46, 15, 12, 22]"
22,linear,1.0,,,100,"[46, 15, 12, 22]"
23,linear,1.0,,,150,"[46, 15, 12, 22]"
24,rbf,1.0,1,,50,"[51, 10, 12, 22]"
25,rbf,1.0,1,,100,"[50, 11, 11, 23]"
26,rbf,1.0,1,,150,"[51, 10, 12, 22]"
27,poly,1.0,1,2,50,"[49, 12, 11, 23]"
28,poly,1.0,1,2,100,"[49, 12, 11, 23]"
29,poly,1.0,1,2,150,"[49, 12, 11, 23]"
30,poly,1.0,1,3,50,"[49, 12, 10, 24]"
31,poly,1.0,1,3,100,"[49, 12, 10, 24]"
32,poly,1.0,1,3,150,"[49, 12, 10, 24]"
33,rbf,1.0,10.0,,50,"[50, 11, 13, 21]"
34,rbf,1.0,10.0,,100,"[50, 11, 13, 21]"
35,rbf,1.0,10.0,,150,"[50, 11, 12, 22]"
36,poly,1.0,10.0,2,50,"[47, 14, 9, 25]"
37,poly,1.0,10.0,2,100,"[47, 14, 8, 26]"
38,poly,1.0,10.0,2,150,"[47, 14, 8, 26]"
39,poly,1.0,10.0,3,50,"[49, 12, 11, 23]"
40,poly,1.0,10.0,3,100,"[48, 13, 9, 25]"
41,poly,1.0,10.0,3,150,"[49, 12, 9, 25]"
42,linear,10.0,,,50,"[46, 15, 12, 22]"
43,linear,10.0,,,100,"[46, 15, 12, 22]"
44,linear,10.0,,,150,"[46, 15, 12, 22]"
45,rbf,10.0,1,,50,"[49, 12, 9, 25]"
46,rbf,10.0,1,,100,"[49, 12, 9, 25]"
47,rbf,10.0,1,,150,"[49, 12, 9, 25]"
48,poly,10.0,1,2,50,"[48, 13, 10, 24]"
49,poly,10.0,1,2,100,"[48, 13, 11, 23]"
50,poly,10.0,1,2,150,"[48, 13, 11, 23]"
51,poly,10.0,1,3,50,"[49, 12, 11, 23]"
52,poly,10.0,1,3,100,"[48, 13, 9, 25]"
53,poly,10.0,1,3,150,"[49, 12, 9, 25]"
54,rbf,10.0,10.0,,50,"[50, 11, 13, 21]"
55,rbf,10.0,10.0,,100,"[50, 11, 13, 21]"
56,rbf,10.0,10.0,,150,"[50, 11, 12, 22]"
57,poly,10.0,10.0,2,50,"[47, 14, 7, 27]"
58,poly,10.0,10.0,2,100,"[46, 15, 8, 26]"
59,poly,10.0,10.0,2,150,"[46, 15, 8, 26]"
60,poly,10.0,10.0,3,50,"[49, 12, 11, 23]"
61,poly,10.0,10.0,3,100,"[48, 13, 9, 25]"
62,poly,10.0,10.0,3,150,"[49, 12, 9, 25]"
63,linear,100.0,,,50,"[47, 14, 12, 22]"
64,linear,100.0,,,100,"[46, 15, 12, 22]"
65,linear,100.0,,,150,"[46, 15, 12, 22]"
66,rbf,100.0,1,,50,"[49, 12, 9, 25]"
67,rbf,100.0,1,,100,"[49, 12, 9, 25]"
68,rbf,100.0,1,,150,"[49, 12, 9, 25]"
69,poly,100.0,1,2,50,"[49, 12, 11, 23]"
70,poly,100.0,1,2,100,"[48, 13, 8, 26]"
71,poly,100.0,1,2,150,"[47, 14, 8, 26]"
72,poly,100.0,1,3,50,"[49, 12, 11, 23]"
73,poly,100.0,1,3,100,"[48, 13, 9, 25]"
74,poly,100.0,1,3,150,"[49, 12, 9, 25]"
75,rbf,100.0,10.0,,50,"[50, 11, 13, 21]"
76,rbf,100.0,10.0,,100,"[50, 11, 13, 21]"
77,rbf,100.0,10.0,,150,"[50, 11, 12, 22]"
78,poly,100.0,10.0,2,50,"[46, 15, 8, 26]"
79,poly,100.0,10.0,2,100,"[46, 15, 8, 26]"
80,poly,100.0,10.0,2,150,"[45, 16, 8, 26]"
81,poly,100.0,10.0,3,50,"[49, 12, 11, 23]"
82,poly,100.0,10.0,3,100,"[48, 13, 9, 25]"
83,poly,100.0,10.0,3,150,"[49, 12, 9, 25]"
84,linear,1000.0,,,50,"[45, 16, 11, 23]"
85,linear,1000.0,,,100,"[45, 16, 12, 22]"
86,linear,1000.0,,,150,"[45, 16, 11, 23]"
87,rbf,1000.0,1,,50,"[49, 12, 9, 25]"
88,rbf,1000.0,1,,100,"[49, 12, 9, 25]"
89,rbf,1000.0,1,,150,"[49, 12, 9, 25]"
90,poly,1000.0,1,2,50,"[46, 15, 8, 26]"
91,poly,1000.0,1,2,100,"[46, 15, 8, 26]"
92,poly,1000.0,1,2,150,"[46, 15, 8, 26]"
93,poly,1000.0,1,3,50,"[49, 12, 11, 23]"
94,poly,1000.0,1,3,100,"[48, 13, 9, 25]"
95,poly,1000.0,1,3,150,"[49, 12, 9, 25]"
96,rbf,1000.0,10.0,,50,"[50, 11, 13, 21]"
97,rbf,1000.0,10.0,,100,"[50, 11, 13, 21]"
98,rbf,1000.0,10.0,,150,"[50, 11, 12, 22]"
99,poly,1000.0,10.0,2,50,"[46, 15, 8, 26]"
100,poly,1000.0,10.0,2,100,"[46, 15, 8, 26]"
101,poly,1000.0,10.0,2,150,"[46, 15, 9, 25]"
102,poly,1000.0,10.0,3,50,"[49, 12, 11, 23]"
103,poly,1000.0,10.0,3,100,"[48, 13, 9, 25]"
104,poly,1000.0,10.0,3,150,"[49, 12, 9, 25]"
