,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[51, 11, 7, 27]"
1,300,10,"[50, 12, 9, 25]"
2,300,15,"[50, 12, 9, 25]"
3,500,5,"[51, 11, 7, 27]"
4,500,10,"[47, 15, 9, 25]"
5,500,15,"[47, 15, 9, 25]"
