,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
89,rbf,1000.0,1.0,,150,"[49, 13, 9, 25]","[49, 12, 11, 24]","[51, 10, 9, 26]","[50, 11, 15, 20]","[49, 12, 7, 27]","[45, 16, 7, 27]","[44, 17, 8, 26]","[42, 19, 9, 25]","[46, 15, 12, 22]","[43, 18, 8, 26]"
90,poly,1000.0,1.0,2.0,50,"[48, 14, 8, 26]","[44, 17, 12, 23]","[51, 10, 7, 28]","[50, 11, 12, 23]","[45, 16, 7, 27]","[42, 19, 7, 27]","[47, 14, 8, 26]","[43, 18, 9, 25]","[44, 17, 11, 23]","[41, 20, 7, 27]"
91,poly,1000.0,1.0,2.0,100,"[47, 15, 10, 24]","[44, 17, 12, 23]","[51, 10, 7, 28]","[50, 11, 13, 22]","[45, 16, 7, 27]","[43, 18, 7, 27]","[47, 14, 7, 27]","[43, 18, 9, 25]","[44, 17, 11, 23]","[41, 20, 7, 27]"
92,poly,1000.0,1.0,2.0,150,"[47, 15, 10, 24]","[44, 17, 12, 23]","[50, 11, 7, 28]","[50, 11, 13, 22]","[45, 16, 6, 28]","[43, 18, 7, 27]","[47, 14, 8, 26]","[42, 19, 9, 25]","[44, 17, 11, 23]","[41, 20, 6, 28]"
93,poly,1000.0,1.0,3.0,50,"[47, 15, 9, 25]","[47, 14, 10, 25]","[48, 13, 9, 26]","[46, 15, 15, 20]","[47, 14, 7, 27]","[41, 20, 7, 27]","[44, 17, 7, 27]","[42, 19, 9, 25]","[46, 15, 12, 22]","[44, 17, 11, 23]"
94,poly,1000.0,1.0,3.0,100,"[47, 15, 9, 25]","[47, 14, 10, 25]","[48, 13, 9, 26]","[46, 15, 15, 20]","[44, 17, 7, 27]","[40, 21, 7, 27]","[44, 17, 8, 26]","[41, 20, 9, 25]","[46, 15, 12, 22]","[43, 18, 8, 26]"
95,poly,1000.0,1.0,3.0,150,"[47, 15, 9, 25]","[47, 14, 10, 25]","[48, 13, 9, 26]","[47, 14, 15, 20]","[47, 14, 7, 27]","[41, 20, 7, 27]","[44, 17, 8, 26]","[41, 20, 9, 25]","[46, 15, 12, 22]","[43, 18, 8, 26]"
96,rbf,1000.0,10.0,,50,"[49, 13, 9, 25]","[50, 11, 12, 23]","[51, 10, 9, 26]","[53, 8, 19, 16]","[49, 12, 7, 27]","[45, 16, 7, 27]","[45, 16, 8, 26]","[44, 17, 10, 24]","[47, 14, 13, 21]","[44, 17, 12, 22]"
97,rbf,1000.0,10.0,,100,"[49, 13, 9, 25]","[50, 11, 11, 24]","[51, 10, 9, 26]","[53, 8, 19, 16]","[49, 12, 7, 27]","[45, 16, 7, 27]","[45, 16, 8, 26]","[43, 18, 10, 24]","[47, 14, 13, 21]","[43, 18, 8, 26]"
98,rbf,1000.0,10.0,,150,"[49, 13, 9, 25]","[50, 11, 11, 24]","[51, 10, 9, 26]","[53, 8, 19, 16]","[49, 12, 7, 27]","[45, 16, 7, 27]","[45, 16, 8, 26]","[43, 18, 10, 24]","[47, 14, 13, 21]","[43, 18, 8, 26]"
99,poly,1000.0,10.0,2.0,50,"[47, 15, 7, 27]","[45, 16, 9, 26]","[51, 10, 7, 28]","[50, 11, 15, 20]","[45, 16, 7, 27]","[43, 18, 7, 27]","[47, 14, 7, 27]","[42, 19, 9, 25]","[46, 15, 12, 22]","[41, 20, 7, 27]"
100,poly,1000.0,10.0,2.0,100,"[47, 15, 10, 24]","[44, 17, 10, 25]","[51, 10, 7, 28]","[50, 11, 15, 20]","[45, 16, 7, 27]","[43, 18, 7, 27]","[47, 14, 7, 27]","[42, 19, 9, 25]","[46, 15, 12, 22]","[40, 21, 7, 27]"
101,poly,1000.0,10.0,2.0,150,"[47, 15, 10, 24]","[47, 14, 12, 23]","[51, 10, 7, 28]","[50, 11, 14, 21]","[45, 16, 6, 28]","[44, 17, 7, 27]","[47, 14, 7, 27]","[42, 19, 9, 25]","[44, 17, 11, 23]","[40, 21, 7, 27]"
102,poly,1000.0,10.0,3.0,50,"[47, 15, 9, 25]","[47, 14, 10, 25]","[48, 13, 9, 26]","[47, 14, 15, 20]","[47, 14, 7, 27]","[41, 20, 7, 27]","[44, 17, 7, 27]","[42, 19, 9, 25]","[46, 15, 12, 22]","[44, 17, 11, 23]"
103,poly,1000.0,10.0,3.0,100,"[47, 15, 9, 25]","[47, 14, 10, 25]","[48, 13, 9, 26]","[47, 14, 15, 20]","[44, 17, 7, 27]","[40, 21, 7, 27]","[44, 17, 8, 26]","[41, 20, 9, 25]","[46, 15, 12, 22]","[43, 18, 8, 26]"
104,poly,1000.0,10.0,3.0,150,"[47, 15, 9, 25]","[47, 14, 10, 25]","[48, 13, 9, 26]","[47, 14, 15, 20]","[47, 14, 7, 27]","[40, 21, 7, 27]","[43, 18, 8, 26]","[41, 20, 9, 25]","[46, 15, 12, 22]","[43, 18, 8, 26]"
