,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[45, 16, 13, 21]"
1,300,10,"[44, 17, 12, 22]"
2,300,15,"[44, 17, 12, 22]"
3,500,5,"[45, 16, 13, 21]"
4,500,10,"[44, 17, 12, 22]"
5,500,15,"[44, 17, 12, 22]"
