,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[47, 14, 10, 24]"
1,300,10,"[48, 13, 11, 23]"
2,300,15,"[48, 13, 11, 23]"
3,500,5,"[47, 14, 10, 24]"
4,500,10,"[48, 13, 11, 23]"
5,500,15,"[48, 13, 11, 23]"
