,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[48, 13, 7, 27]"
1,300,10,"[50, 11, 8, 26]"
2,300,15,"[50, 11, 8, 26]"
3,500,5,"[48, 13, 7, 27]"
4,500,10,"[50, 11, 8, 26]"
5,500,15,"[50, 11, 8, 26]"
