,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[45, 16, 9, 25]"
1,300,10,"[45, 16, 11, 23]"
2,300,15,"[45, 16, 11, 23]"
3,500,5,"[45, 16, 9, 25]"
4,500,10,"[45, 16, 11, 23]"
5,500,15,"[45, 16, 11, 23]"
