,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[54, 7, 10, 25]"
1,300,10,"[51, 10, 11, 24]"
2,300,15,"[49, 12, 13, 22]"
3,500,5,"[54, 7, 11, 24]"
4,500,10,"[51, 10, 12, 23]"
5,500,15,"[49, 12, 12, 23]"
