,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[42, 20, 3, 31]","[41, 20, 9, 26]","[42, 19, 7, 28]","[46, 15, 11, 24]","[36, 25, 9, 25]","[46, 15, 10, 24]","[36, 25, 6, 28]","[46, 15, 15, 19]","[33, 28, 7, 27]","[40, 21, 8, 26]"
1,0.001,"[42, 20, 3, 31]","[41, 20, 9, 26]","[42, 19, 7, 28]","[46, 15, 11, 24]","[36, 25, 6, 28]","[46, 15, 10, 24]","[35, 26, 5, 29]","[46, 15, 15, 19]","[33, 28, 7, 27]","[39, 22, 8, 26]"
2,0.01,"[42, 20, 3, 31]","[41, 20, 8, 27]","[42, 19, 7, 28]","[41, 20, 2, 33]","[36, 25, 4, 30]","[46, 15, 10, 24]","[35, 26, 4, 30]","[45, 16, 9, 25]","[31, 30, 7, 27]","[39, 22, 7, 27]"
