,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[46, 15, 13, 21]"
1,linear,0.1,,,100,"[46, 15, 13, 21]"
2,linear,0.1,,,150,"[46, 15, 13, 21]"
3,rbf,0.1,1,,50,"[47, 14, 16, 18]"
4,rbf,0.1,1,,100,"[47, 14, 16, 18]"
5,rbf,0.1,1,,150,"[47, 14, 16, 18]"
6,poly,0.1,1,2,50,"[47, 14, 14, 20]"
7,poly,0.1,1,2,100,"[47, 14, 14, 20]"
8,poly,0.1,1,2,150,"[47, 14, 14, 20]"
9,poly,0.1,1,3,50,"[47, 14, 14, 20]"
10,poly,0.1,1,3,100,"[47, 14, 14, 20]"
11,poly,0.1,1,3,150,"[47, 14, 14, 20]"
12,rbf,0.1,10.0,,50,"[48, 13, 22, 12]"
13,rbf,0.1,10.0,,100,"[48, 13, 22, 12]"
14,rbf,0.1,10.0,,150,"[48, 13, 22, 12]"
15,poly,0.1,10.0,2,50,"[47, 14, 14, 20]"
16,poly,0.1,10.0,2,100,"[47, 14, 14, 20]"
17,poly,0.1,10.0,2,150,"[47, 14, 14, 20]"
18,poly,0.1,10.0,3,50,"[46, 15, 12, 22]"
19,poly,0.1,10.0,3,100,"[46, 15, 12, 22]"
20,poly,0.1,10.0,3,150,"[46, 15, 12, 22]"
21,linear,1.0,,,50,"[46, 15, 12, 22]"
22,linear,1.0,,,100,"[46, 15, 12, 22]"
23,linear,1.0,,,150,"[46, 15, 12, 22]"
24,rbf,1.0,1,,50,"[47, 14, 13, 21]"
25,rbf,1.0,1,,100,"[47, 14, 13, 21]"
26,rbf,1.0,1,,150,"[47, 14, 13, 21]"
27,poly,1.0,1,2,50,"[47, 14, 14, 20]"
28,poly,1.0,1,2,100,"[47, 14, 14, 20]"
29,poly,1.0,1,2,150,"[47, 14, 14, 20]"
30,poly,1.0,1,3,50,"[46, 15, 12, 22]"
31,poly,1.0,1,3,100,"[46, 15, 12, 22]"
32,poly,1.0,1,3,150,"[46, 15, 12, 22]"
33,rbf,1.0,10.0,,50,"[47, 14, 13, 21]"
34,rbf,1.0,10.0,,100,"[47, 14, 13, 21]"
35,rbf,1.0,10.0,,150,"[47, 14, 13, 21]"
36,poly,1.0,10.0,2,50,"[47, 14, 14, 20]"
37,poly,1.0,10.0,2,100,"[47, 14, 13, 21]"
38,poly,1.0,10.0,2,150,"[47, 14, 14, 20]"
39,poly,1.0,10.0,3,50,"[46, 15, 12, 22]"
40,poly,1.0,10.0,3,100,"[46, 15, 12, 22]"
41,poly,1.0,10.0,3,150,"[46, 15, 12, 22]"
42,linear,10.0,,,50,"[46, 15, 12, 22]"
43,linear,10.0,,,100,"[46, 15, 12, 22]"
44,linear,10.0,,,150,"[46, 15, 12, 22]"
45,rbf,10.0,1,,50,"[46, 15, 12, 22]"
46,rbf,10.0,1,,100,"[46, 15, 12, 22]"
47,rbf,10.0,1,,150,"[46, 15, 12, 22]"
48,poly,10.0,1,2,50,"[47, 14, 14, 20]"
49,poly,10.0,1,2,100,"[47, 14, 14, 20]"
50,poly,10.0,1,2,150,"[47, 14, 14, 20]"
51,poly,10.0,1,3,50,"[46, 15, 12, 22]"
52,poly,10.0,1,3,100,"[46, 15, 12, 22]"
53,poly,10.0,1,3,150,"[46, 15, 12, 22]"
54,rbf,10.0,10.0,,50,"[47, 14, 13, 21]"
55,rbf,10.0,10.0,,100,"[47, 14, 13, 21]"
56,rbf,10.0,10.0,,150,"[47, 14, 13, 21]"
57,poly,10.0,10.0,2,50,"[44, 17, 11, 23]"
58,poly,10.0,10.0,2,100,"[44, 17, 11, 23]"
59,poly,10.0,10.0,2,150,"[44, 17, 11, 23]"
60,poly,10.0,10.0,3,50,"[46, 15, 12, 22]"
61,poly,10.0,10.0,3,100,"[46, 15, 12, 22]"
62,poly,10.0,10.0,3,150,"[46, 15, 12, 22]"
63,linear,100.0,,,50,"[46, 15, 12, 22]"
64,linear,100.0,,,100,"[46, 15, 12, 22]"
65,linear,100.0,,,150,"[46, 15, 12, 22]"
66,rbf,100.0,1,,50,"[46, 15, 12, 22]"
67,rbf,100.0,1,,100,"[46, 15, 12, 22]"
68,rbf,100.0,1,,150,"[46, 15, 12, 22]"
69,poly,100.0,1,2,50,"[47, 14, 14, 20]"
70,poly,100.0,1,2,100,"[47, 14, 14, 20]"
71,poly,100.0,1,2,150,"[47, 14, 14, 20]"
72,poly,100.0,1,3,50,"[46, 15, 12, 22]"
73,poly,100.0,1,3,100,"[46, 15, 12, 22]"
74,poly,100.0,1,3,150,"[46, 15, 12, 22]"
75,rbf,100.0,10.0,,50,"[47, 14, 13, 21]"
76,rbf,100.0,10.0,,100,"[47, 14, 13, 21]"
77,rbf,100.0,10.0,,150,"[47, 14, 13, 21]"
78,poly,100.0,10.0,2,50,"[44, 17, 11, 23]"
79,poly,100.0,10.0,2,100,"[44, 17, 11, 23]"
80,poly,100.0,10.0,2,150,"[44, 17, 11, 23]"
81,poly,100.0,10.0,3,50,"[46, 15, 12, 22]"
82,poly,100.0,10.0,3,100,"[46, 15, 12, 22]"
83,poly,100.0,10.0,3,150,"[46, 15, 12, 22]"
84,linear,1000.0,,,50,"[46, 15, 15, 19]"
85,linear,1000.0,,,100,"[46, 15, 12, 22]"
86,linear,1000.0,,,150,"[46, 15, 12, 22]"
87,rbf,1000.0,1,,50,"[46, 15, 12, 22]"
88,rbf,1000.0,1,,100,"[46, 15, 12, 22]"
89,rbf,1000.0,1,,150,"[46, 15, 12, 22]"
90,poly,1000.0,1,2,50,"[44, 17, 11, 23]"
91,poly,1000.0,1,2,100,"[44, 17, 11, 23]"
92,poly,1000.0,1,2,150,"[44, 17, 11, 23]"
93,poly,1000.0,1,3,50,"[46, 15, 12, 22]"
94,poly,1000.0,1,3,100,"[46, 15, 12, 22]"
95,poly,1000.0,1,3,150,"[46, 15, 12, 22]"
96,rbf,1000.0,10.0,,50,"[47, 14, 13, 21]"
97,rbf,1000.0,10.0,,100,"[47, 14, 13, 21]"
98,rbf,1000.0,10.0,,150,"[47, 14, 13, 21]"
99,poly,1000.0,10.0,2,50,"[46, 15, 12, 22]"
100,poly,1000.0,10.0,2,100,"[46, 15, 12, 22]"
101,poly,1000.0,10.0,2,150,"[44, 17, 11, 23]"
102,poly,1000.0,10.0,3,50,"[46, 15, 12, 22]"
103,poly,1000.0,10.0,3,100,"[46, 15, 12, 22]"
104,poly,1000.0,10.0,3,150,"[46, 15, 12, 22]"
