,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[46, 15, 10, 24]"
1,linear,0.1,,,100,"[46, 15, 10, 24]"
2,linear,0.1,,,150,"[46, 15, 10, 24]"
3,rbf,0.1,1,,50,"[47, 14, 10, 24]"
4,rbf,0.1,1,,100,"[47, 14, 10, 24]"
5,rbf,0.1,1,,150,"[47, 14, 10, 24]"
6,poly,0.1,1,2,50,"[45, 16, 10, 24]"
7,poly,0.1,1,2,100,"[45, 16, 10, 24]"
8,poly,0.1,1,2,150,"[45, 16, 10, 24]"
9,poly,0.1,1,3,50,"[45, 16, 10, 24]"
10,poly,0.1,1,3,100,"[45, 16, 10, 24]"
11,poly,0.1,1,3,150,"[46, 15, 10, 24]"
12,rbf,0.1,10.0,,50,"[56, 5, 15, 19]"
13,rbf,0.1,10.0,,100,"[56, 5, 15, 19]"
14,rbf,0.1,10.0,,150,"[56, 5, 15, 19]"
15,poly,0.1,10.0,2,50,"[44, 17, 10, 24]"
16,poly,0.1,10.0,2,100,"[44, 17, 10, 24]"
17,poly,0.1,10.0,2,150,"[44, 17, 10, 24]"
18,poly,0.1,10.0,3,50,"[44, 17, 9, 25]"
19,poly,0.1,10.0,3,100,"[43, 18, 9, 25]"
20,poly,0.1,10.0,3,150,"[43, 18, 9, 25]"
21,linear,1.0,,,50,"[46, 15, 10, 24]"
22,linear,1.0,,,100,"[46, 15, 10, 24]"
23,linear,1.0,,,150,"[46, 15, 10, 24]"
24,rbf,1.0,1,,50,"[44, 17, 10, 24]"
25,rbf,1.0,1,,100,"[44, 17, 9, 25]"
26,rbf,1.0,1,,150,"[45, 16, 9, 25]"
27,poly,1.0,1,2,50,"[45, 16, 10, 24]"
28,poly,1.0,1,2,100,"[45, 16, 10, 24]"
29,poly,1.0,1,2,150,"[46, 15, 10, 24]"
30,poly,1.0,1,3,50,"[43, 18, 9, 25]"
31,poly,1.0,1,3,100,"[42, 19, 9, 25]"
32,poly,1.0,1,3,150,"[43, 18, 9, 25]"
33,rbf,1.0,10.0,,50,"[45, 16, 10, 24]"
34,rbf,1.0,10.0,,100,"[45, 16, 9, 25]"
35,rbf,1.0,10.0,,150,"[45, 16, 9, 25]"
36,poly,1.0,10.0,2,50,"[44, 17, 9, 25]"
37,poly,1.0,10.0,2,100,"[44, 17, 9, 25]"
38,poly,1.0,10.0,2,150,"[44, 17, 9, 25]"
39,poly,1.0,10.0,3,50,"[44, 17, 9, 25]"
40,poly,1.0,10.0,3,100,"[43, 18, 9, 25]"
41,poly,1.0,10.0,3,150,"[43, 18, 9, 25]"
42,linear,10.0,,,50,"[46, 15, 10, 24]"
43,linear,10.0,,,100,"[46, 15, 10, 24]"
44,linear,10.0,,,150,"[46, 15, 10, 24]"
45,rbf,10.0,1,,50,"[44, 17, 9, 25]"
46,rbf,10.0,1,,100,"[43, 18, 9, 25]"
47,rbf,10.0,1,,150,"[45, 16, 9, 25]"
48,poly,10.0,1,2,50,"[44, 17, 10, 24]"
49,poly,10.0,1,2,100,"[44, 17, 10, 24]"
50,poly,10.0,1,2,150,"[44, 17, 10, 24]"
51,poly,10.0,1,3,50,"[43, 18, 9, 25]"
52,poly,10.0,1,3,100,"[42, 19, 9, 25]"
53,poly,10.0,1,3,150,"[43, 18, 9, 25]"
54,rbf,10.0,10.0,,50,"[45, 16, 10, 24]"
55,rbf,10.0,10.0,,100,"[45, 16, 9, 25]"
56,rbf,10.0,10.0,,150,"[45, 16, 9, 25]"
57,poly,10.0,10.0,2,50,"[45, 16, 7, 27]"
58,poly,10.0,10.0,2,100,"[45, 16, 7, 27]"
59,poly,10.0,10.0,2,150,"[45, 16, 7, 27]"
60,poly,10.0,10.0,3,50,"[44, 17, 9, 25]"
61,poly,10.0,10.0,3,100,"[43, 18, 9, 25]"
62,poly,10.0,10.0,3,150,"[43, 18, 9, 25]"
63,linear,100.0,,,50,"[46, 15, 10, 24]"
64,linear,100.0,,,100,"[46, 15, 10, 24]"
65,linear,100.0,,,150,"[46, 15, 10, 24]"
66,rbf,100.0,1,,50,"[44, 17, 9, 25]"
67,rbf,100.0,1,,100,"[43, 18, 9, 25]"
68,rbf,100.0,1,,150,"[45, 16, 9, 25]"
69,poly,100.0,1,2,50,"[44, 17, 9, 25]"
70,poly,100.0,1,2,100,"[43, 18, 8, 26]"
71,poly,100.0,1,2,150,"[43, 18, 8, 26]"
72,poly,100.0,1,3,50,"[44, 17, 9, 25]"
73,poly,100.0,1,3,100,"[43, 18, 9, 25]"
74,poly,100.0,1,3,150,"[43, 18, 9, 25]"
75,rbf,100.0,10.0,,50,"[45, 16, 10, 24]"
76,rbf,100.0,10.0,,100,"[45, 16, 9, 25]"
77,rbf,100.0,10.0,,150,"[45, 16, 9, 25]"
78,poly,100.0,10.0,2,50,"[45, 16, 7, 27]"
79,poly,100.0,10.0,2,100,"[45, 16, 7, 27]"
80,poly,100.0,10.0,2,150,"[45, 16, 7, 27]"
81,poly,100.0,10.0,3,50,"[44, 17, 9, 25]"
82,poly,100.0,10.0,3,100,"[43, 18, 9, 25]"
83,poly,100.0,10.0,3,150,"[43, 18, 9, 25]"
84,linear,1000.0,,,50,"[46, 15, 10, 24]"
85,linear,1000.0,,,100,"[46, 15, 10, 24]"
86,linear,1000.0,,,150,"[46, 15, 10, 24]"
87,rbf,1000.0,1,,50,"[44, 17, 9, 25]"
88,rbf,1000.0,1,,100,"[43, 18, 9, 25]"
89,rbf,1000.0,1,,150,"[45, 16, 9, 25]"
90,poly,1000.0,1,2,50,"[45, 16, 8, 26]"
91,poly,1000.0,1,2,100,"[44, 17, 8, 26]"
92,poly,1000.0,1,2,150,"[45, 16, 8, 26]"
93,poly,1000.0,1,3,50,"[44, 17, 9, 25]"
94,poly,1000.0,1,3,100,"[43, 18, 9, 25]"
95,poly,1000.0,1,3,150,"[43, 18, 9, 25]"
96,rbf,1000.0,10.0,,50,"[45, 16, 10, 24]"
97,rbf,1000.0,10.0,,100,"[45, 16, 9, 25]"
98,rbf,1000.0,10.0,,150,"[45, 16, 9, 25]"
99,poly,1000.0,10.0,2,50,"[44, 17, 8, 26]"
100,poly,1000.0,10.0,2,100,"[45, 16, 8, 26]"
101,poly,1000.0,10.0,2,150,"[45, 16, 8, 26]"
102,poly,1000.0,10.0,3,50,"[44, 17, 9, 25]"
103,poly,1000.0,10.0,3,100,"[43, 18, 9, 25]"
104,poly,1000.0,10.0,3,150,"[43, 18, 9, 25]"
