,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[41, 20, 8, 26]"
1,linear,0.1,,,100,"[41, 20, 8, 26]"
2,linear,0.1,,,150,"[41, 20, 8, 26]"
3,rbf,0.1,1,,50,"[44, 17, 13, 21]"
4,rbf,0.1,1,,100,"[44, 17, 13, 21]"
5,rbf,0.1,1,,150,"[43, 18, 13, 21]"
6,poly,0.1,1,2,50,"[40, 21, 7, 27]"
7,poly,0.1,1,2,100,"[39, 22, 7, 27]"
8,poly,0.1,1,2,150,"[39, 22, 7, 27]"
9,poly,0.1,1,3,50,"[42, 19, 9, 25]"
10,poly,0.1,1,3,100,"[42, 19, 9, 25]"
11,poly,0.1,1,3,150,"[42, 19, 9, 25]"
12,rbf,0.1,10.0,,50,"[49, 12, 19, 15]"
13,rbf,0.1,10.0,,100,"[52, 9, 21, 13]"
14,rbf,0.1,10.0,,150,"[52, 9, 22, 12]"
15,poly,0.1,10.0,2,50,"[42, 19, 8, 26]"
16,poly,0.1,10.0,2,100,"[42, 19, 8, 26]"
17,poly,0.1,10.0,2,150,"[42, 19, 8, 26]"
18,poly,0.1,10.0,3,50,"[44, 17, 11, 23]"
19,poly,0.1,10.0,3,100,"[43, 18, 8, 26]"
20,poly,0.1,10.0,3,150,"[43, 18, 8, 26]"
21,linear,1.0,,,50,"[41, 20, 8, 26]"
22,linear,1.0,,,100,"[41, 20, 8, 26]"
23,linear,1.0,,,150,"[41, 20, 8, 26]"
24,rbf,1.0,1,,50,"[44, 17, 11, 23]"
25,rbf,1.0,1,,100,"[42, 19, 8, 26]"
26,rbf,1.0,1,,150,"[42, 19, 8, 26]"
27,poly,1.0,1,2,50,"[42, 19, 9, 25]"
28,poly,1.0,1,2,100,"[42, 19, 9, 25]"
29,poly,1.0,1,2,150,"[42, 19, 9, 25]"
30,poly,1.0,1,3,50,"[44, 17, 11, 23]"
31,poly,1.0,1,3,100,"[43, 18, 8, 26]"
32,poly,1.0,1,3,150,"[42, 19, 8, 26]"
33,rbf,1.0,10.0,,50,"[44, 17, 12, 22]"
34,rbf,1.0,10.0,,100,"[43, 18, 8, 26]"
