,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[46, 15, 9, 25]"
1,300,10,"[47, 14, 7, 27]"
2,300,15,"[49, 12, 14, 20]"
3,500,5,"[46, 15, 9, 25]"
4,500,10,"[46, 15, 7, 27]"
5,500,15,"[49, 12, 13, 21]"
