,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[45, 16, 9, 25]"
1,300,10,"[46, 15, 9, 25]"
2,300,15,"[50, 11, 12, 22]"
3,500,5,"[45, 16, 9, 25]"
4,500,10,"[46, 15, 9, 25]"
5,500,15,"[49, 12, 12, 22]"
