,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
88,rbf,1000.0,1,,100,"[49, 12, 11, 23]"
89,rbf,1000.0,1,,150,"[49, 12, 11, 23]"
90,poly,1000.0,1,2,50,"[48, 13, 12, 22]"
91,poly,1000.0,1,2,100,"[47, 14, 7, 27]"
92,poly,1000.0,1,2,150,"[47, 14, 8, 26]"
93,poly,1000.0,1,3,50,"[48, 13, 11, 23]"
94,poly,1000.0,1,3,100,"[48, 13, 11, 23]"
95,poly,1000.0,1,3,150,"[48, 13, 11, 23]"
96,rbf,1000.0,10.0,,50,"[50, 11, 13, 21]"
97,rbf,1000.0,10.0,,100,"[50, 11, 12, 22]"
98,rbf,1000.0,10.0,,150,"[50, 11, 13, 21]"
99,poly,1000.0,10.0,2,50,"[46, 15, 8, 26]"
100,poly,1000.0,10.0,2,100,"[47, 14, 7, 27]"
101,poly,1000.0,10.0,2,150,"[47, 14, 8, 26]"
102,poly,1000.0,10.0,3,50,"[48, 13, 11, 23]"
103,poly,1000.0,10.0,3,100,"[48, 13, 11, 23]"
104,poly,1000.0,10.0,3,150,"[48, 13, 11, 23]"
