,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[45, 17, 8, 26]","[46, 15, 11, 24]","[53, 8, 8, 27]","[51, 10, 13, 22]","[51, 10, 8, 26]","[47, 14, 13, 21]","[47, 14, 7, 27]","[44, 17, 10, 24]","[47, 14, 14, 20]","[40, 21, 8, 26]"
1,0.001,"[45, 17, 8, 26]","[46, 15, 11, 24]","[53, 8, 8, 27]","[51, 10, 12, 23]","[51, 10, 8, 26]","[47, 14, 13, 21]","[47, 14, 7, 27]","[44, 17, 10, 24]","[47, 14, 14, 20]","[40, 21, 9, 25]"
2,0.01,"[45, 17, 8, 26]","[45, 16, 9, 26]","[54, 7, 8, 27]","[49, 12, 13, 22]","[51, 10, 7, 27]","[45, 16, 10, 24]","[48, 13, 8, 26]","[43, 18, 8, 26]","[46, 15, 12, 22]","[40, 21, 9, 25]"
