,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[47, 14, 9, 26]"
1,300,10,"[47, 14, 11, 24]"
2,300,15,"[46, 15, 16, 19]"
3,500,5,"[47, 14, 9, 26]"
4,500,10,"[47, 14, 11, 24]"
5,500,15,"[46, 15, 16, 19]"
