,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[46, 15, 10, 25]"
1,linear,0.1,,,100,"[46, 15, 10, 25]"
2,linear,0.1,,,150,"[46, 15, 10, 25]"
3,rbf,0.1,1,,50,"[49, 12, 14, 21]"
4,rbf,0.1,1,,100,"[49, 12, 13, 22]"
5,rbf,0.1,1,,150,"[49, 12, 13, 22]"
6,poly,0.1,1,2,50,"[46, 15, 10, 25]"
7,poly,0.1,1,2,100,"[46, 15, 10, 25]"
8,poly,0.1,1,2,150,"[46, 15, 10, 25]"
9,poly,0.1,1,3,50,"[49, 12, 10, 25]"
10,poly,0.1,1,3,100,"[46, 15, 10, 25]"
11,poly,0.1,1,3,150,"[46, 15, 10, 25]"
12,rbf,0.1,10.0,,50,"[55, 6, 17, 18]"
13,rbf,0.1,10.0,,100,"[55, 6, 17, 18]"
14,rbf,0.1,10.0,,150,"[55, 6, 17, 18]"
15,poly,0.1,10.0,2,50,"[48, 13, 9, 26]"
16,poly,0.1,10.0,2,100,"[48, 13, 9, 26]"
17,poly,0.1,10.0,2,150,"[48, 13, 9, 26]"
18,poly,0.1,10.0,3,50,"[47, 14, 12, 23]"
19,poly,0.1,10.0,3,100,"[45, 16, 12, 23]"
20,poly,0.1,10.0,3,150,"[45, 16, 12, 23]"
21,linear,1.0,,,50,"[45, 16, 10, 25]"
22,linear,1.0,,,100,"[46, 15, 10, 25]"
23,linear,1.0,,,150,"[46, 15, 10, 25]"
24,rbf,1.0,1,,50,"[49, 12, 11, 24]"
25,rbf,1.0,1,,100,"[49, 12, 11, 24]"
26,rbf,1.0,1,,150,"[49, 12, 11, 24]"
27,poly,1.0,1,2,50,"[49, 12, 9, 26]"
28,poly,1.0,1,2,100,"[49, 12, 9, 26]"
29,poly,1.0,1,2,150,"[46, 15, 9, 26]"
30,poly,1.0,1,3,50,"[48, 13, 12, 23]"
31,poly,1.0,1,3,100,"[45, 16, 12, 23]"
32,poly,1.0,1,3,150,"[44, 17, 12, 23]"
33,rbf,1.0,10.0,,50,"[49, 12, 12, 23]"
34,rbf,1.0,10.0,,100,"[49, 12, 12, 23]"
35,rbf,1.0,10.0,,150,"[49, 12, 12, 23]"
36,poly,1.0,10.0,2,50,"[44, 17, 9, 26]"
37,poly,1.0,10.0,2,100,"[44, 17, 9, 26]"
38,poly,1.0,10.0,2,150,"[44, 17, 11, 24]"
39,poly,1.0,10.0,3,50,"[46, 15, 12, 23]"
40,poly,1.0,10.0,3,100,"[45, 16, 12, 23]"
41,poly,1.0,10.0,3,150,"[45, 16, 12, 23]"
42,linear,10.0,,,50,"[45, 16, 10, 25]"
43,linear,10.0,,,100,"[46, 15, 10, 25]"
44,linear,10.0,,,150,"[46, 15, 10, 25]"
45,rbf,10.0,1,,50,"[49, 12, 12, 23]"
46,rbf,10.0,1,,100,"[49, 12, 12, 23]"
47,rbf,10.0,1,,150,"[49, 12, 12, 23]"
48,poly,10.0,1,2,50,"[48, 13, 9, 26]"
49,poly,10.0,1,2,100,"[48, 13, 9, 26]"
50,poly,10.0,1,2,150,"[48, 13, 9, 26]"
51,poly,10.0,1,3,50,"[47, 14, 12, 23]"
52,poly,10.0,1,3,100,"[46, 15, 12, 23]"
53,poly,10.0,1,3,150,"[45, 16, 12, 23]"
54,rbf,10.0,10.0,,50,"[49, 12, 12, 23]"
55,rbf,10.0,10.0,,100,"[49, 12, 12, 23]"
56,rbf,10.0,10.0,,150,"[49, 12, 12, 23]"
57,poly,10.0,10.0,2,50,"[47, 14, 10, 25]"
58,poly,10.0,10.0,2,100,"[47, 14, 9, 26]"
59,poly,10.0,10.0,2,150,"[44, 17, 9, 26]"
60,poly,10.0,10.0,3,50,"[47, 14, 12, 23]"
61,poly,10.0,10.0,3,100,"[45, 16, 12, 23]"
62,poly,10.0,10.0,3,150,"[45, 16, 12, 23]"
63,linear,100.0,,,50,"[45, 16, 10, 25]"
64,linear,100.0,,,100,"[46, 15, 10, 25]"
65,linear,100.0,,,150,"[46, 15, 10, 25]"
66,rbf,100.0,1,,50,"[49, 12, 12, 23]"
67,rbf,100.0,1,,100,"[49, 12, 12, 23]"
68,rbf,100.0,1,,150,"[49, 12, 12, 23]"
69,poly,100.0,1,2,50,"[43, 18, 11, 24]"
70,poly,100.0,1,2,100,"[44, 17, 11, 24]"
71,poly,100.0,1,2,150,"[44, 17, 11, 24]"
72,poly,100.0,1,3,50,"[47, 14, 12, 23]"
73,poly,100.0,1,3,100,"[45, 16, 12, 23]"
74,poly,100.0,1,3,150,"[45, 16, 12, 23]"
75,rbf,100.0,10.0,,50,"[49, 12, 12, 23]"
76,rbf,100.0,10.0,,100,"[49, 12, 12, 23]"
77,rbf,100.0,10.0,,150,"[49, 12, 12, 23]"
78,poly,100.0,10.0,2,50,"[49, 12, 9, 26]"
79,poly,100.0,10.0,2,100,"[44, 17, 9, 26]"
80,poly,100.0,10.0,2,150,"[44, 17, 9, 26]"
81,poly,100.0,10.0,3,50,"[47, 14, 12, 23]"
82,poly,100.0,10.0,3,100,"[45, 16, 12, 23]"
83,poly,100.0,10.0,3,150,"[45, 16, 12, 23]"
84,linear,1000.0,,,50,"[46, 15, 10, 25]"
85,linear,1000.0,,,100,"[46, 15, 10, 25]"
86,linear,1000.0,,,150,"[46, 15, 10, 25]"
87,rbf,1000.0,1,,50,"[49, 12, 12, 23]"
88,rbf,1000.0,1,,100,"[49, 12, 12, 23]"
89,rbf,1000.0,1,,150,"[49, 12, 12, 23]"
90,poly,1000.0,1,2,50,"[47, 14, 11, 24]"
91,poly,1000.0,1,2,100,"[44, 17, 9, 26]"
92,poly,1000.0,1,2,150,"[44, 17, 9, 26]"
93,poly,1000.0,1,3,50,"[47, 14, 12, 23]"
94,poly,1000.0,1,3,100,"[45, 16, 12, 23]"
95,poly,1000.0,1,3,150,"[45, 16, 12, 23]"
96,rbf,1000.0,10.0,,50,"[49, 12, 12, 23]"
97,rbf,1000.0,10.0,,100,"[49, 12, 12, 23]"
98,rbf,1000.0,10.0,,150,"[49, 12, 12, 23]"
99,poly,1000.0,10.0,2,50,"[47, 14, 9, 26]"
100,poly,1000.0,10.0,2,100,"[44, 17, 9, 26]"
101,poly,1000.0,10.0,2,150,"[44, 17, 9, 26]"
102,poly,1000.0,10.0,3,50,"[47, 14, 12, 23]"
103,poly,1000.0,10.0,3,100,"[45, 16, 12, 23]"
104,poly,1000.0,10.0,3,150,"[45, 16, 12, 23]"
