,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[44, 17, 15, 19]"
1,300,10,"[47, 14, 14, 20]"
2,300,15,"[44, 17, 18, 16]"
3,500,5,"[44, 17, 15, 19]"
4,500,10,"[47, 14, 14, 20]"
5,500,15,"[43, 18, 18, 16]"
