,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[43, 18, 8, 27]"
1,300,10,"[45, 16, 9, 26]"
2,300,15,"[47, 14, 16, 19]"
3,500,5,"[43, 18, 8, 27]"
4,500,10,"[45, 16, 10, 25]"
5,500,15,"[47, 14, 16, 19]"
