,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[49, 12, 6, 28]"
1,300,10,"[47, 14, 9, 25]"
2,300,15,"[48, 13, 13, 21]"
3,500,5,"[49, 12, 6, 28]"
4,500,10,"[47, 14, 9, 25]"
5,500,15,"[48, 13, 13, 21]"
