,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[41, 20, 11, 23]"
1,300,10,"[43, 18, 10, 24]"
2,300,15,"[45, 16, 11, 23]"
3,500,5,"[41, 20, 10, 24]"
4,500,10,"[43, 18, 10, 24]"
5,500,15,"[45, 16, 13, 21]"
