,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[51, 10, 6, 28]"
1,300,10,"[51, 10, 8, 26]"
2,300,15,"[51, 10, 8, 26]"
3,500,5,"[51, 10, 6, 28]"
4,500,10,"[51, 10, 8, 26]"
5,500,15,"[51, 10, 8, 26]"
