,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
0,linear,0.1,,,50,"[49, 12, 10, 24]"
1,linear,0.1,,,100,"[49, 12, 11, 23]"
2,linear,0.1,,,150,"[49, 12, 11, 23]"
3,rbf,0.1,1,,50,"[50, 11, 13, 21]"
4,rbf,0.1,1,,100,"[50, 11, 13, 21]"
5,rbf,0.1,1,,150,"[50, 11, 13, 21]"
6,poly,0.1,1,2,50,"[47, 14, 10, 24]"
7,poly,0.1,1,2,100,"[47, 14, 10, 24]"
8,poly,0.1,1,2,150,"[47, 14, 9, 25]"
9,poly,0.1,1,3,50,"[48, 13, 9, 25]"
10,poly,0.1,1,3,100,"[48, 13, 9, 25]"
11,poly,0.1,1,3,150,"[48, 13, 9, 25]"
12,rbf,0.1,10.0,,50,"[52, 9, 16, 18]"
13,rbf,0.1,10.0,,100,"[52, 9, 16, 18]"
14,rbf,0.1,10.0,,150,"[52, 9, 16, 18]"
15,poly,0.1,10.0,2,50,"[47, 14, 9, 25]"
16,poly,0.1,10.0,2,100,"[47, 14, 9, 25]"
17,poly,0.1,10.0,2,150,"[48, 13, 9, 25]"
18,poly,0.1,10.0,3,50,"[48, 13, 9, 25]"
19,poly,0.1,10.0,3,100,"[48, 13, 9, 25]"
20,poly,0.1,10.0,3,150,"[48, 13, 9, 25]"
21,linear,1.0,,,50,"[49, 12, 10, 24]"
22,linear,1.0,,,100,"[48, 13, 11, 23]"
23,linear,1.0,,,150,"[48, 13, 11, 23]"
24,rbf,1.0,1,,50,"[49, 12, 9, 25]"
25,rbf,1.0,1,,100,"[49, 12, 9, 25]"
26,rbf,1.0,1,,150,"[49, 12, 9, 25]"
27,poly,1.0,1,2,50,"[47, 14, 9, 25]"
28,poly,1.0,1,2,100,"[48, 13, 9, 25]"
29,poly,1.0,1,2,150,"[48, 13, 9, 25]"
30,poly,1.0,1,3,50,"[48, 13, 9, 25]"
31,poly,1.0,1,3,100,"[48, 13, 9, 25]"
32,poly,1.0,1,3,150,"[48, 13, 9, 25]"
33,rbf,1.0,10.0,,50,"[49, 12, 10, 24]"
34,rbf,1.0,10.0,,100,"[49, 12, 10, 24]"
35,rbf,1.0,10.0,,150,"[49, 12, 9, 25]"
36,poly,1.0,10.0,2,50,"[48, 13, 9, 25]"
37,poly,1.0,10.0,2,100,"[48, 13, 9, 25]"
38,poly,1.0,10.0,2,150,"[48, 13, 9, 25]"
39,poly,1.0,10.0,3,50,"[48, 13, 9, 25]"
40,poly,1.0,10.0,3,100,"[48, 13, 9, 25]"
41,poly,1.0,10.0,3,150,"[48, 13, 9, 25]"
42,linear,10.0,,,50,"[49, 12, 10, 24]"
43,linear,10.0,,,100,"[48, 13, 11, 23]"
