,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[45, 16, 8, 26]"
1,300,10,"[45, 16, 10, 24]"
2,300,15,"[45, 16, 10, 24]"
3,500,5,"[45, 16, 8, 26]"
4,500,10,"[45, 16, 9, 25]"
5,500,15,"[45, 16, 9, 25]"
