,Gauss,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[16, 46, 0, 34]","[9, 52, 2, 33]","[13, 48, 3, 32]","[12, 49, 1, 34]","[15, 46, 3, 31]","[14, 47, 7, 27]","[15, 46, 3, 31]","[20, 41, 5, 29]","[16, 45, 3, 31]","[13, 48, 2, 32]"
1,0,"[42, 20, 3, 31]","[42, 19, 9, 26]","[42, 19, 7, 28]","[44, 17, 3, 32]","[37, 24, 5, 29]","[45, 16, 10, 24]","[38, 23, 6, 28]","[46, 15, 10, 24]","[34, 27, 7, 27]","[39, 22, 8, 26]"
