,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
67,rbf,100.0,1,,100,"[45, 16, 12, 23]"
68,rbf,100.0,1,,150,"[45, 16, 12, 23]"
69,poly,100.0,1,2,50,"[44, 17, 11, 24]"
70,poly,100.0,1,2,100,"[45, 16, 11, 24]"
71,poly,100.0,1,2,150,"[45, 16, 11, 24]"
72,poly,100.0,1,3,50,"[44, 17, 12, 23]"
73,poly,100.0,1,3,100,"[44, 17, 12, 23]"
74,poly,100.0,1,3,150,"[44, 17, 12, 23]"
75,rbf,100.0,10.0,,50,"[45, 16, 12, 23]"
76,rbf,100.0,10.0,,100,"[45, 16, 12, 23]"
77,rbf,100.0,10.0,,150,"[45, 16, 12, 23]"
78,poly,100.0,10.0,2,50,"[41, 20, 11, 24]"
79,poly,100.0,10.0,2,100,"[41, 20, 11, 24]"
80,poly,100.0,10.0,2,150,"[41, 20, 11, 24]"
81,poly,100.0,10.0,3,50,"[44, 17, 12, 23]"
82,poly,100.0,10.0,3,100,"[44, 17, 12, 23]"
83,poly,100.0,10.0,3,150,"[44, 17, 12, 23]"
84,linear,1000.0,,,50,"[41, 20, 8, 27]"
85,linear,1000.0,,,100,"[41, 20, 8, 27]"
86,linear,1000.0,,,150,"[43, 18, 8, 27]"
87,rbf,1000.0,1,,50,"[44, 17, 12, 23]"
88,rbf,1000.0,1,,100,"[45, 16, 12, 23]"
89,rbf,1000.0,1,,150,"[45, 16, 12, 23]"
90,poly,1000.0,1,2,50,"[41, 20, 11, 24]"
91,poly,1000.0,1,2,100,"[41, 20, 11, 24]"
92,poly,1000.0,1,2,150,"[41, 20, 11, 24]"
93,poly,1000.0,1,3,50,"[44, 17, 12, 23]"
94,poly,1000.0,1,3,100,"[44, 17, 12, 23]"
95,poly,1000.0,1,3,150,"[44, 17, 12, 23]"
96,rbf,1000.0,10.0,,50,"[45, 16, 12, 23]"
97,rbf,1000.0,10.0,,100,"[45, 16, 12, 23]"
98,rbf,1000.0,10.0,,150,"[45, 16, 12, 23]"
99,poly,1000.0,10.0,2,50,"[41, 20, 11, 24]"
100,poly,1000.0,10.0,2,100,"[41, 20, 11, 24]"
101,poly,1000.0,10.0,2,150,"[41, 20, 11, 24]"
102,poly,1000.0,10.0,3,50,"[44, 17, 12, 23]"
103,poly,1000.0,10.0,3,100,"[44, 17, 12, 23]"
104,poly,1000.0,10.0,3,150,"[44, 17, 12, 23]"
