,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[48, 13, 5, 29]"
1,300,10,"[47, 14, 6, 28]"
2,300,15,"[47, 14, 6, 28]"
3,500,5,"[48, 13, 5, 29]"
4,500,10,"[47, 14, 5, 29]"
5,500,15,"[47, 14, 5, 29]"
