,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
44,linear,10.0,,,150,"[48, 13, 6, 28]"
45,rbf,10.0,1,,50,"[47, 14, 5, 29]"
46,rbf,10.0,1,,100,"[47, 14, 5, 29]"
47,rbf,10.0,1,,150,"[47, 14, 5, 29]"
48,poly,10.0,1,2,50,"[48, 13, 5, 29]"
49,poly,10.0,1,2,100,"[48, 13, 5, 29]"
50,poly,10.0,1,2,150,"[48, 13, 5, 29]"
51,poly,10.0,1,3,50,"[47, 14, 5, 29]"
52,poly,10.0,1,3,100,"[47, 14, 5, 29]"
53,poly,10.0,1,3,150,"[47, 14, 6, 28]"
54,rbf,10.0,10.0,,50,"[47, 14, 6, 28]"
55,rbf,10.0,10.0,,100,"[47, 14, 6, 28]"
56,rbf,10.0,10.0,,150,"[47, 14, 6, 28]"
57,poly,10.0,10.0,2,50,"[47, 14, 5, 29]"
58,poly,10.0,10.0,2,100,"[47, 14, 5, 29]"
59,poly,10.0,10.0,2,150,"[47, 14, 4, 30]"
60,poly,10.0,10.0,3,50,"[47, 14, 5, 29]"
61,poly,10.0,10.0,3,100,"[47, 14, 5, 29]"
62,poly,10.0,10.0,3,150,"[47, 14, 6, 28]"
63,linear,100.0,,,50,"[48, 13, 6, 28]"
64,linear,100.0,,,100,"[48, 13, 6, 28]"
65,linear,100.0,,,150,"[48, 13, 6, 28]"
66,rbf,100.0,1,,50,"[47, 14, 5, 29]"
67,rbf,100.0,1,,100,"[47, 14, 5, 29]"
68,rbf,100.0,1,,150,"[47, 14, 5, 29]"
69,poly,100.0,1,2,50,"[48, 13, 5, 29]"
70,poly,100.0,1,2,100,"[48, 13, 5, 29]"
71,poly,100.0,1,2,150,"[47, 14, 5, 29]"
72,poly,100.0,1,3,50,"[47, 14, 5, 29]"
73,poly,100.0,1,3,100,"[47, 14, 5, 29]"
74,poly,100.0,1,3,150,"[47, 14, 6, 28]"
75,rbf,100.0,10.0,,50,"[47, 14, 6, 28]"
76,rbf,100.0,10.0,,100,"[47, 14, 6, 28]"
77,rbf,100.0,10.0,,150,"[47, 14, 6, 28]"
78,poly,100.0,10.0,2,50,"[47, 14, 5, 29]"
79,poly,100.0,10.0,2,100,"[47, 14, 5, 29]"
80,poly,100.0,10.0,2,150,"[47, 14, 4, 30]"
81,poly,100.0,10.0,3,50,"[47, 14, 5, 29]"
82,poly,100.0,10.0,3,100,"[47, 14, 5, 29]"
83,poly,100.0,10.0,3,150,"[47, 14, 6, 28]"
84,linear,1000.0,,,50,"[48, 13, 5, 29]"
85,linear,1000.0,,,100,"[48, 13, 5, 29]"
86,linear,1000.0,,,150,"[48, 13, 6, 28]"
87,rbf,1000.0,1,,50,"[47, 14, 5, 29]"
88,rbf,1000.0,1,,100,"[47, 14, 5, 29]"
89,rbf,1000.0,1,,150,"[47, 14, 5, 29]"
90,poly,1000.0,1,2,50,"[47, 14, 5, 29]"
91,poly,1000.0,1,2,100,"[47, 14, 5, 29]"
92,poly,1000.0,1,2,150,"[47, 14, 4, 30]"
93,poly,1000.0,1,3,50,"[47, 14, 5, 29]"
94,poly,1000.0,1,3,100,"[47, 14, 5, 29]"
95,poly,1000.0,1,3,150,"[47, 14, 6, 28]"
96,rbf,1000.0,10.0,,50,"[47, 14, 6, 28]"
97,rbf,1000.0,10.0,,100,"[47, 14, 6, 28]"
98,rbf,1000.0,10.0,,150,"[47, 14, 6, 28]"
99,poly,1000.0,10.0,2,50,"[47, 14, 5, 29]"
100,poly,1000.0,10.0,2,100,"[47, 14, 5, 29]"
101,poly,1000.0,10.0,2,150,"[47, 14, 4, 30]"
102,poly,1000.0,10.0,3,50,"[47, 14, 5, 29]"
103,poly,1000.0,10.0,3,100,"[47, 14, 5, 29]"
104,poly,1000.0,10.0,3,150,"[47, 14, 6, 28]"
