,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[44, 18, 8, 26]","[51, 10, 16, 19]","[46, 15, 10, 25]","[51, 10, 7, 28]","[48, 13, 16, 18]","[49, 12, 8, 26]","[45, 16, 10, 24]","[44, 17, 11, 23]","[43, 18, 6, 28]","[48, 13, 11, 23]"
1,0.001,"[44, 18, 8, 26]","[51, 10, 15, 20]","[46, 15, 10, 25]","[51, 10, 7, 28]","[48, 13, 16, 18]","[49, 12, 8, 26]","[45, 16, 10, 24]","[45, 16, 11, 23]","[43, 18, 6, 28]","[48, 13, 11, 23]"
2,0.01,"[43, 19, 9, 25]","[51, 10, 15, 20]","[44, 17, 8, 27]","[51, 10, 4, 31]","[47, 14, 15, 19]","[49, 12, 6, 28]","[42, 19, 9, 25]","[46, 15, 11, 23]","[41, 20, 7, 27]","[47, 14, 9, 25]"
