,Gauss,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[17, 45, 2, 32]","[23, 38, 4, 31]","[20, 41, 5, 30]","[21, 40, 4, 31]","[17, 44, 1, 33]","[23, 38, 2, 32]","[15, 46, 3, 31]","[21, 40, 3, 31]","[18, 43, 4, 30]","[20, 41, 7, 27]"
1,0,"[46, 16, 8, 26]","[42, 19, 11, 24]","[42, 19, 9, 26]","[48, 13, 5, 30]","[43, 18, 5, 29]","[48, 13, 9, 25]","[48, 13, 7, 27]","[44, 17, 12, 22]","[49, 12, 8, 26]","[46, 15, 12, 22]"
