,N_Estimators,Max_Depth,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,300,5,"[47, 15, 8, 26]","[47, 14, 10, 25]","[54, 7, 10, 25]","[52, 9, 14, 21]","[50, 11, 6, 28]","[48, 13, 8, 26]","[48, 13, 8, 26]","[45, 16, 10, 24]","[48, 13, 15, 19]","[41, 20, 11, 23]"
1,300,10,"[48, 14, 11, 23]","[47, 14, 10, 25]","[51, 10, 11, 24]","[51, 10, 14, 21]","[51, 10, 6, 28]","[47, 14, 9, 25]","[48, 13, 9, 25]","[46, 15, 11, 23]","[47, 14, 12, 22]","[43, 18, 10, 24]"
2,300,15,"[49, 13, 12, 22]","[49, 12, 18, 17]","[49, 12, 13, 22]","[52, 9, 15, 20]","[52, 9, 13, 21]","[47, 14, 10, 24]","[48, 13, 13, 21]","[48, 13, 12, 22]","[47, 14, 15, 19]","[45, 16, 11, 23]"
3,500,5,"[47, 15, 8, 26]","[48, 13, 9, 26]","[54, 7, 11, 24]","[52, 9, 14, 21]","[50, 11, 6, 28]","[48, 13, 8, 26]","[48, 13, 9, 25]","[45, 16, 10, 24]","[48, 13, 15, 19]","[41, 20, 10, 24]"
4,500,10,"[48, 14, 8, 26]","[47, 14, 10, 25]","[51, 10, 12, 23]","[51, 10, 14, 21]","[50, 11, 5, 29]","[47, 14, 9, 25]","[48, 13, 9, 25]","[46, 15, 11, 23]","[47, 14, 13, 21]","[43, 18, 10, 24]"
5,500,15,"[48, 14, 12, 22]","[49, 12, 18, 17]","[49, 12, 12, 23]","[52, 9, 15, 20]","[52, 9, 13, 21]","[47, 14, 10, 24]","[48, 13, 13, 21]","[47, 14, 12, 22]","[47, 14, 15, 19]","[45, 16, 13, 21]"
