,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[50, 11, 13, 21]"
1,300,10,"[50, 11, 12, 22]"
2,300,15,"[48, 13, 12, 22]"
3,500,5,"[50, 11, 13, 21]"
4,500,10,"[50, 11, 11, 23]"
5,500,15,"[47, 14, 12, 22]"
