,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[60, 2, 21, 13]","[57, 4, 30, 5]","[49, 12, 29, 6]","[54, 7, 29, 6]","[47, 14, 26, 8]","[57, 4, 26, 8]","[56, 5, 24, 10]","[58, 3, 30, 4]","[54, 7, 31, 3]","[52, 9, 25, 9]"
1,0.001,"[60, 2, 21, 13]","[57, 4, 30, 5]","[49, 12, 29, 6]","[54, 7, 29, 6]","[47, 14, 26, 8]","[57, 4, 26, 8]","[58, 3, 26, 8]","[59, 2, 30, 4]","[54, 7, 31, 3]","[52, 9, 26, 8]"
2,0.01,"[61, 1, 24, 10]","[57, 4, 30, 5]","[56, 5, 31, 4]","[54, 7, 32, 3]","[56, 5, 29, 5]","[60, 1, 28, 6]","[61, 0, 29, 5]","[60, 1, 31, 3]","[57, 4, 32, 2]","[54, 7, 31, 3]"
