,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[50, 11, 6, 28]"
1,300,10,"[51, 10, 6, 28]"
2,300,15,"[52, 9, 13, 21]"
3,500,5,"[50, 11, 6, 28]"
4,500,10,"[50, 11, 5, 29]"
5,500,15,"[52, 9, 13, 21]"
