,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[44, 18, 11, 23]","[38, 23, 9, 26]","[37, 24, 6, 29]","[42, 19, 6, 29]","[37, 24, 2, 32]","[46, 15, 8, 26]","[48, 13, 12, 22]","[40, 21, 14, 20]","[38, 23, 6, 28]","[45, 16, 8, 26]"
1,0.001,"[43, 19, 11, 23]","[38, 23, 9, 26]","[37, 24, 6, 29]","[42, 19, 6, 29]","[36, 25, 2, 32]","[46, 15, 8, 26]","[47, 14, 11, 23]","[38, 23, 10, 24]","[38, 23, 6, 28]","[45, 16, 8, 26]"
2,0.01,"[38, 24, 6, 28]","[38, 23, 9, 26]","[37, 24, 6, 29]","[42, 19, 6, 29]","[36, 25, 2, 32]","[45, 16, 8, 26]","[44, 17, 5, 29]","[37, 24, 8, 26]","[35, 26, 6, 28]","[42, 19, 5, 29]"
