,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix
94,poly,1000.0,1,3,100,"[45, 16, 7, 27]"
95,poly,1000.0,1,3,150,"[45, 16, 7, 27]"
96,rbf,1000.0,10.0,,50,"[46, 15, 7, 27]"
97,rbf,1000.0,10.0,,100,"[46, 15, 7, 27]"
98,rbf,1000.0,10.0,,150,"[46, 15, 7, 27]"
99,poly,1000.0,10.0,2,50,"[44, 17, 7, 27]"
100,poly,1000.0,10.0,2,100,"[43, 18, 7, 27]"
101,poly,1000.0,10.0,2,150,"[43, 18, 7, 27]"
102,poly,1000.0,10.0,3,50,"[45, 16, 7, 27]"
103,poly,1000.0,10.0,3,100,"[45, 16, 7, 27]"
104,poly,1000.0,10.0,3,150,"[45, 16, 7, 27]"
