,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[48, 13, 8, 26]"
1,300,10,"[44, 17, 8, 26]"
2,300,15,"[44, 17, 8, 26]"
3,500,5,"[48, 13, 8, 26]"
4,500,10,"[45, 16, 8, 26]"
5,500,15,"[45, 16, 8, 26]"
