,Gauss,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,1,"[41, 21, 6, 28]","[39, 22, 7, 28]","[40, 21, 7, 28]","[36, 25, 10, 25]","[41, 20, 5, 29]","[39, 22, 4, 30]","[37, 24, 11, 23]","[48, 13, 5, 29]","[39, 22, 12, 22]","[44, 17, 4, 30]"
1,0,"[48, 14, 7, 27]","[50, 11, 8, 27]","[42, 19, 9, 26]","[43, 18, 11, 24]","[44, 17, 9, 25]","[45, 16, 6, 28]","[48, 13, 10, 24]","[48, 13, 5, 29]","[42, 19, 14, 20]","[47, 14, 4, 30]"
