,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[51, 10, 8, 26]"
1,300,10,"[50, 11, 12, 22]"
2,300,15,"[50, 11, 12, 22]"
3,500,5,"[51, 10, 8, 26]"
4,500,10,"[50, 11, 13, 21]"
5,500,15,"[50, 11, 13, 21]"
