,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[54, 7, 14, 21]"
1,300,10,"[55, 6, 13, 22]"
2,300,15,"[55, 6, 16, 19]"
3,500,5,"[54, 7, 14, 21]"
4,500,10,"[55, 6, 14, 21]"
5,500,15,"[55, 6, 17, 18]"
