,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[43, 18, 8, 27]"
1,300,10,"[41, 20, 8, 27]"
2,300,15,"[41, 20, 8, 27]"
3,500,5,"[43, 18, 8, 27]"
4,500,10,"[41, 20, 8, 27]"
5,500,15,"[41, 20, 8, 27]"
