,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[49, 12, 9, 25]"
1,300,10,"[49, 12, 10, 24]"
2,300,15,"[51, 10, 15, 19]"
3,500,5,"[49, 12, 10, 24]"
4,500,10,"[49, 12, 10, 24]"
5,500,15,"[51, 10, 15, 19]"
