,N_Estimators,Max_Depth,Confusion Matrix
0,300,5,"[48, 13, 8, 26]"
1,300,10,"[48, 13, 9, 25]"
2,300,15,"[48, 13, 13, 21]"
3,500,5,"[48, 13, 9, 25]"
4,500,10,"[48, 13, 9, 25]"
5,500,15,"[48, 13, 13, 21]"
